main_category,number,sub_category,part_number,barcode_number,description,units,weight,length,brand
Hardware,385,JOISTHANGER/EXT,EPB66HDG,na,6X6 ELEV POST BASE HDG,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,FB24Z,na,Z-MAX FENCE BRACKET,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,H1Z,na,Z-MAX HURRICANE ANCHOR,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,H2.5AZ,na,ZMAX HURR TIE H25AZ,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,HDU5-SDS2.5,na,PREDEFLECTED HOLDOWN W/SCREWS H=13-3/16,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,HUC282Z-SP,na,2x8 Cnld. flange HD Joist hanger,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,HUC410Z,na,4x10 Z-MAX HANGER CONCEALED FLANGE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,HUC46Z,na,4x6 Z-MAX HANGER CONCEALED FLANG,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,HUC48,na,4x8 HANGER CONCEALED FLANGE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,HUC48Z,na,4x8 Z-MAX HANGER CONCEALED FLANGE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,L50-SO,na,REINFORCING ANGLE 5in L,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,L70Z,na,Z-MAX REINFORCING ANGLE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,L90Z,na,Z-MAX REINFORCING ANGLE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LPC4Z,na,Z-MAX 4X4 LT POST CAP,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LPC6Z,na,Z-MAX 6X6 LT POST CAP,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LS50Z,na,Z-MAX SKEWABLE ANGLE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LSCZ,na,Z-MAX ADJ STAIR STRINGER CONNECTOR,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LSSU210Z,na,Z-MAX JOIST HANGER SLOPE/SKEW,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LSU26Z,na,2X6 Z-MAX JOIST HANGER SLOPE/SKEW,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUC210Z,na,2X6 Z-MAX CONCEALED FLANGE JOIST HGR,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUC26Z,na,2X6 Z-MAX CONCEALED FLANGE JOIST HGR,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS210-2Z,na,2X10-Double  Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS210Z,na,2X10 Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS24Z,na,2x4 Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS26-2Z,na,2x6-Double Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS26Z,na,2x6 Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS28-2Z,na,2x8-Double Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS28Z,na,2x8 Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS410Z,na,4x10 Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS46Z,na,4x6 Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,LUS48Z,na,4x8 Z-MAX JOIST HANGER,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,ML24Z,na,2x4 Z-MAX REINFORCING ANGLE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,ML26Z,na,2x6 Z-MAX REINFORCING ANGLE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,PB44Z,na,4x4 Z-MAX WET POST BASE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,PB66Z,na,6x6 Z-MAX WET POST BASE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,prACE4Z,na,ACE4Z 1R - 1L,EA,na,na,SIMPSON FASTENING
Hardware,385,JOISTHANGER/EXT,TA10Z,na,STAIR ANGLE 10.25in.L Z-MAX,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,xAB44Z,na,4X4 Z-MAX ADJ POST BASE,EA,na,na,SIMPSON STRONG-TIE
Hardware,385,JOISTHANGER/EXT,xHDU8-SDS2.5,na,PREDEFLECTED HOLDOWN W/SCREWS 6/ctn,EA,na,na,SIMPSON STRONG-TIE
Hardware,350,HARDWARE,H01,na,We carry a variety of goods,EA,na,na,na
Tools,450,Tools,52013,na,We carry a variety of goods,EA,na,na,na
Masonry,600,BAGS,1585,na,Non shrink grout 50lb. Bag,EA,na,na,QUIKRETE
Masonry,600,BAGS,080-754,na,25 LB CUSTOM VERSABOND MORTAR GRAY MTSG25,EA,na,na,CUSTOM BUILDING PRODUCTS
Masonry,600,BAGS,130-096,na,25 LB CUSTOM CONCRETE FIX-IT-ALL DPCFL25,EA,na,na,CUSTOM BUILDING PRODUCTS
Masonry,600,BAGS,ASPH60,na,Asphalt cold patch 60lb. Bag,EA,na,na,na
Masonry,600,BAGS,CON60,na,60# Quickrete concrete mix,EA,60,na,na
Masonry,600,BAGS,FS50,na,Fast Set Concrete 50lb. Bag,EA,na,na,QUIKRETE
Masonry,600,BAGS,GRAV50,na,All-Purpose Gravel 50lb Bag,EA,50,na,na
Masonry,600,BAGS,MORT60,na,Mortar Mix 60lb. Bag - Exceeds 2000psi - Type N,EA,na,na,na
Masonry,600,BAGS,MORT-N,na,Quikrete Mtr Mix 60lb.- Typ N,EA,na,na,na
Masonry,600,BAGS,MORT-S,na,Mason Mix 60lb.- Typ S,EA,na,na,na
Masonry,600,BAGS,SAND-50,na,50# Quickrete AP SAND,EA,60,na,na
Masonry,600,BAGS,SAND-80,na,Construction Sand 80lb Bag,EA,na,na,na
Masonry,600,BAGS,SMIX60,na,Quikrete Sand Mix,EA,60,na,na
Masonry,600,BAGS,SMIX80,na,Sand Mix 80lb. Bag,EA,na,na,Basalite - Portland
Masonry,600,BAGS,TS50,na,Multi-Purpose Thin Set 50lb. Bag,EA,na,na,QUIKRETE
Masonry,600,BAGS,VCONC40,na,Vinyl Concrete 40lb. Bag,EA,na,na,na
Masonry,600,BAGS,XCON60,na,Concrete 60lb. Bag - 768cui. - Exceeds 3000psi,EA,na,na,na
Masonry,600,BAGS,xCON80,na,Concrete 80lb. Bag - Exceeds 3000psi,EA,na,na,na
Masonry,600,BAGS,XFSCON50,na,Fast Set Concrete 50lb. Bag,EA,na,na,na
Masonry,600,BAGS,xMORT80,na,Mortar Mix 80lb. Bag - Type N,EA,na,na,Basalite - Portland
Masonry,600,BAGS,XSMIX60,na,Sand Mix 60lb. Bag,EA,na,na,na
Masonry,605,BLOCKS,BLOCK-6816,na,6in X 8in X 16in BUILDERS BLOC,EA,na,na,na
Masonry,605,BLOCKS,BLOCK-688,na,6in X 8in X 8in BUILDERS BLOCK,EA,na,na,na
Masonry,605,BLOCKS,BLOCK-8816,na,8in X 8in X 16in BLDR BLOCK,EA,na,na,na
Masonry,605,BLOCKS,BLOCK-888,na,8in X 8in X 8in BUILDERS BLOCK,EA,na,na,na
Masonry,605,BLOCKS,PAVER-21212,na,2 1/4in X 12in X 12in PAVER,EA,25,na,na
Masonry,605,BLOCKS,PAVER-2816,na,2 X 8 X 16in PAVER,EA,16,na,na
Masonry,605,BLOCKS,PAVER-4816,na,4in X 8in X 16in PAVER,EA,38,na,na
Masonry,605,BLOCKS,PEIR,na,12x12 PEIR Block small hole,EA,na,na,na
Masonry,605,BLOCKS,PEIR-44BR,na,12x12 PIER W/4in GAL BRKT,EA,51,na,na
Masonry,610,PAIL,8650,na,QT. STUCCO PATCH,EA,10,na,QUIKRETE
Masonry,610,PAIL,AC10,na,10# Anchor Cement,EA,10,na,na
Masonry,610,PAIL,PAIL-ANCHOR,na,10lb. Anchor Cement,EA,na,na,na
Masonry,610,PAIL,PAIL-STOP,na,10lb. Stop Leak,EA,na,na,na
Masonry,610,PAIL,PAIL-VINYL,na,10lb. Quick Vinyl Concrete,EA,na,na,na
Masonry,610,PAIL,QSC10,na,10# Quick-setting Cement,EA,10,na,na
Masonry,610,PAIL,rapidset,na,10lb. Anchor Cement,EA,na,na,na
Masonry,610,PAIL,WS10,na,10# Hydrolic Water-Stop,EA,10,na,na
Masonry,615,REBAR/EXPANSION JOINT,EXPJNT-4,na,4in X 10ft. EXPANSION JOINT,EA,na,na,na
Masonry,615,REBAR/EXPANSION JOINT,EXPJNT-6,na,6in X 10ft. EXPANSION JOINT,EA,na,na,na
Masonry,615,REBAR/EXPANSION JOINT,RB310,na,3/8in x 10ft. REBAR,EA,na,na,na
Masonry,615,REBAR/EXPANSION JOINT,RB410,na,1/2in X 10ft. REBAR,EA,na,na,na
Masonry,615,REBAR/EXPANSION JOINT,RB420,na,1/2in X 20ft. REBAR,EA,na,na,na
Masonry,620,MASONRY MISC,DOBIE-2,na,2in DOBIE,EA,na,na,na
Masonry,620,MASONRY MISC,FTUBE-08,na,8in/nml. 4ft. FORM TUBE 2413cui,EA,na,4,na
Masonry,620,MASONRY MISC,FTUBE-10,na,10in/nml.  4ft. FRM TBE 3770cui,EA,na,4,na
Masonry,620,MASONRY MISC,TIEWIRE,na,Tie Wire 3.5lb Roll 16ga,EA,na,na,na
Paint,630,PAINT,PNT1,na,We carry a variety of goods,EA,na,na,na
Electrical,700,Electrical,E1,na,We carry a variety of goods,EA,na,na,na
Plumbing/Heating,750,Plumbing/Heating,P01,na,We carry a variety of goods,,na,na,na
Doors,830,DOORS,HC,na,HOLLOW CORE,EA,na,na,na
Doors,830,DOORS,SC,na,SOLID CORE,EA,na,na,na
Doors,830,DOORS,DPH,na,PRE-HUNG,EA,na,na,na
Doors,845,JAMBS,DJHDR49,na,4-9/16 HEMLK DB/R JAMB LEG,EA,na,na,na
Doors,845,JAMBS,DJHDR49-H,na,4-9/16 HEMLK DB/R JAMB HEAD,1,na,na,na
Doors,845,JAMBS,DJHDR54,na,5-1/4 HEMLK DB/R JAMB LEG,EA,na,na,na
Doors,845,JAMBS,DJHDR54-H,na,5-1/4 HEMLK DB/R JAMB HEAD,1,na,na,na
Doors,845,JAMBS,DJPDR49,na,4-9/16 PFJ DB/R JAMB LEG,EA,na,na,na
Doors,845,JAMBS,DJPDR49-H,na,4-9/16 PFJ DB/R JAMB HEAD,1,na,na,na
Doors,845,JAMBS,DJPSR49,na,4-9/16 PFJ S/R KERF JAMB LEG,EA,na,na,na
Doors,845,JAMBS,DJPSR49-H,na,4-9/16 PFJ S/R KERF JAMB HEAD,1,na,na,na
Doors,845,JAMBS,DJPSR54,na,5-1/4 PFJ S/R KERF JAMB LEG,1,na,na,na
Doors,845,JAMBS,DJPSR54-H,na,5-1/4 PFJ S/R KERF JAMB HEAD,1,na,na,na
Doors,845,JAMBS,DJSR69,na,6-9/16 PFJ S/R KERF JAMB LEG,EA,na,na,na
Doors,845,JAMBS,DJSR69-H,na,6-9/16 PFJ S/R KERF JAMB LEG,1,na,na,na
Doors,845,JAMBS,HPD1500,na,3/0 #1500  POCKET DOOR FRAME KIT,EA,na,na,na
Doors,845,JAMBS,HPD20,na,4-9/16 2/0 POCKET DOOR FRAME 6/8,EA,na,na,na
Doors,845,JAMBS,HPD24,na,4-9/16 2/4 POCKET DOOR FRAME 6/8,EA,na,na,na
Doors,845,JAMBS,HPD26,na,4-9/16 2/6 POCKET DOOR FRAME 6/8,EA,na,na,na
Doors,845,JAMBS,HPD28,na,4-9/16 2/8 POCKET DOOR FRAME 6/8,EA,na,na,na
