main_category,number,sub_category,part_number,barcode_number,description,units,weight,length,brand
Lumber,135,Moulding,MH264-08,na,8ft HEM 2-1/4 LATTICE,EA,na,8,OREPAC
Lumber,135,Moulding,MH264-10,na,10ft HEM 2-1/4 LATTICE,EA,na,10,OREPAC
Lumber,135,Moulding,MH264-12,na,12ft HEM 2-1/4 LATTICE,EA,na,12,OREPAC
Lumber,135,Moulding,MH266,na,HEM 1-5/8 LATTICE,LF,na,1,OREPAC
Lumber,135,Moulding,MH266-08,na,8ft HEM 1-5/8 LATTICE,EA,na,8,OREPAC
Lumber,135,Moulding,MH266-10,na,10ft HEM 1-5/8 LATTICE,EA,na,10,OREPAC
Lumber,135,Moulding,MH266-12,na,12ft HEM 1-5/8 LATTICE,EA,na,12,OREPAC
Lumber,135,Moulding,MH267,na,HEM 1-3/8 LATTICE,LF,na,1,OREPAC
Lumber,135,Moulding,MH267-08,na,8ft HEM 1-3/8 LATTICE,EA,na,8,OREPAC
Lumber,135,Moulding,MH267-10,na,10ft HEM 1-3/8 LATTICE,EA,na,10,OREPAC
Lumber,135,Moulding,MH267-12,na,12ft HEM 1-3/8 LATTICE,EA,na,12,OREPAC
Lumber,135,Moulding,MH268,na,HEM 1-1/8 LATTICE,LF,na,1,OREPAC
Lumber,135,Moulding,MH268-08,na,8ft HEM 1-1/8 LATTICE,EA,na,8,OREPAC
Lumber,135,Moulding,MH268-10,na,10ft HEM 1-1/8 LATTICE,EA,na,10,OREPAC
Lumber,135,Moulding,MH268-12,na,12ft HEM 1-1/8 LATTICE,EA,na,12,OREPAC
Lumber,135,Moulding,MH292,na,HEM 1-1/8 WAINSCOT CAP,LF,na,1,OREPAC
Lumber,135,Moulding,MH292-08,na,8ft HEM 1-1/8 WAINSCOT CAP,EA,na,8,OREPAC
Lumber,135,Moulding,MH292-10,na,10ft HEM 1-1/8 WAINSCOT CAP,EA,na,8,OREPAC
Lumber,135,Moulding,MH292-12,na,12ft HEM 1-1/8 WAINSCOT CAP,EA,na,8,OREPAC
Lumber,135,Moulding,MH305,na,HEM 2-5/8 COVE,LF,na,1,OREPAC
Lumber,135,Moulding,MH305-08,na,8ft HEM 2-5/8 COVE,EA,na,8,OREPAC
Lumber,135,Moulding,MH305-10,na,10ft HEM 2-5/8 COVE,EA,na,10,OREPAC
Lumber,135,Moulding,MH305-12,na,12ft HEM 2-5/8 COVE,EA,na,12,OREPAC
Lumber,135,Moulding,MH305-14,na,2-5/8 -14ft COVE HEM,EA,na,12,OREPAC
Lumber,135,Moulding,MH305-16,na,2-5/8 -16ft COVE HEM,EA,na,12,OREPAC
Lumber,135,Moulding,MH3102,na,HEM 3-1/4 STREAMLINE BASE,LF,na,1,OREPAC
Lumber,135,Moulding,MH3102-08,na,8ft HEM 3-1/4 STREAMLINE BASE,EA,na,8,OREPAC
Lumber,135,Moulding,MH3102-10,na,10ft HEM 3-1/4 STREAMLINE BASE,EA,na,10,OREPAC
Lumber,135,Moulding,MH3102-12,na,12ft HEM 3-1/4 STREAMLINE BASE,EA,na,12,OREPAC
Lumber,135,Moulding,MH3102-14,na,14ft HEM 3-1/4 STREAMLINE BASE,EA,na,14,OREPAC
Lumber,135,Moulding,MH3102-16,na,16ft HEM 3-1/4 STREAMLINE BASE,EA,na,16,OREPAC
Lumber,135,Moulding,MH311,na,HEM 2-5/8 BED MLDG,LF,na,1,OREPAC
Lumber,135,Moulding,MH311-08,na,8ft HEM 2-5/8 BED MLDG,EA,na,8,OREPAC
Lumber,135,Moulding,MH311-10,na,10ft HEM 2-5/8 BED MLDG,EA,na,10,OREPAC
Lumber,135,Moulding,MH311-12,na,12ft HEM 2-5/8 BED MLDG,EA,na,12,OREPAC
Lumber,135,Moulding,MH311-14,na,14ft HEM 2-5/8 BED MLDG,EA,na,14,OREPAC
Lumber,135,Moulding,MH311-16,na,16ft HEM 2-5/8 BED MLDG,EA,na,16,OREPAC
Lumber,135,Moulding,MH3200-08,na,1/4 QUARTER ROUND 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH3200-10,na,10ft HEM 1/4 QUARTER ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3201,na,HEM 3/8 QTR ROUND,LF,na,1,OREPAC
Lumber,135,Moulding,MH3201-08,na,3/8 QUARTER ROUND 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH3201-10,na,10ft HEM 3/8 QUARTER ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3201-12,na,12ft HEM 3/8 QUARTER ROUND,EA,na,12,OREPAC
Lumber,135,Moulding,MH3202,na,HEM 1/2 QTR RND,LF,na,1,OREPAC
Lumber,135,Moulding,MH3202-08,na,1/2 QUARTER ROUND 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH3202-10,na,10ft HEM 1/2 QUARTER ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3202-12,na,12ft HEM 1/2 QUARTER ROUND,EA,na,12,OREPAC
Lumber,135,Moulding,MH3206,na,HEM 11/16 QTR RND,LF,na,1,OREPAC
Lumber,135,Moulding,MH3206-08,na,11/16 QTR ROUND 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH3206-10,na,10ft HEM 11/16 QUARTER ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3206-12,na,12ft HEM 11/16 QUARTER ROUND,EA,na,12,OREPAC
Lumber,135,Moulding,MH3206-14,na,14ft HEM 11/16 QUARTER ROUND,EA,na,14,OREPAC
Lumber,135,Moulding,MH3206-16,na,16ft HEM 11/16 QUARTER ROUND,EA,na,16,OREPAC
Lumber,135,Moulding,MH3212,na,HEM 3/4in HALF RND,LF,na,1,OREPAC
Lumber,135,Moulding,MH3212-08,na,8ft HEM 3/4in HALF ROUND,EA,na,8,OREPAC
Lumber,135,Moulding,MH3212-10,na,10ft HEM 3/4in HALF ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3212-12,na,12ft HEM 3/4in HALF ROUND,EA,na,12,OREPAC
Lumber,135,Moulding,MH3222,na,HEM 11/16in FULL ROUND,LF,na,1,OREPAC
Lumber,135,Moulding,MH3222-08,na,11/16in FULL ROUND HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH3222-10,na,10ft HEM 11/16in FULL ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3222-12,na,12ft HEM 11/16in FULL ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3224-08,na,1-1/16in FULL ROUND HEM 8ft,EA,na,8,OREPAC
Lumber,135,Moulding,MH3224-10,na,10ft HEM 1-1/16in FULL ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3224-12,na,12ft HEM 1-1/16in FULL ROUND,EA,na,12,OREPAC
Lumber,135,Moulding,MH3226,na,HEM 1-5/16in FULL ROUND,LF,na,1,OREPAC
Lumber,135,Moulding,MH3226-08,na,1-5/16in FULL ROUND 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH3226-10,na,10ft HEM 1-5/16in FULL ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3226-12,na,12ft HEM 1-5/16in FULL ROUND,EA,na,12,OREPAC
Lumber,135,Moulding,MH3226-14,na,14ft HEM 1-5/16in FULL ROUND,EA,na,14,OREPAC
Lumber,135,Moulding,MH3226-16,na,16ft HEM 1-5/16in FULL ROUND,EA,na,16,OREPAC
Lumber,135,Moulding,MH3228-08,na,1-1/2in FULL ROUND 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH3228-10,na,10ft HEM 1-1/2in FULL ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3228-12,na,12ft HEM 1-1/2in FULL ROUND,EA,na,10,OREPAC
Lumber,135,Moulding,MH3241,na,HEM 1-5/8 PANEL CAP-LAMB,LF,na,1,OREPAC
Lumber,135,Moulding,MH3241-06,na,6ft HEM 1-5/8 PANEL CAP-LAMB,EA,na,6,OREPAC
Lumber,135,Moulding,MH3241-08,na,8ft HEM 1-5/8 PANEL CAP-LAMB,EA,na,8,OREPAC
Lumber,135,Moulding,MH3241-10,na,10ft HEM 1-5/8 PANEL CAP-LAMB,EA,na,10,OREPAC
Lumber,135,Moulding,MH3241-11,na,11ft HEM 1-5/8 PANEL CAP-LAMB,EA,na,11,OREPAC
Lumber,135,Moulding,MH3241-12,na,12ft HEM 1-5/8 PANEL CAP-LAMB,EA,na,12,OREPAC
Lumber,135,Moulding,MH3241-14,na,14ft HEM 1-5/8 PANEL CAP-LAMB,EA,na,14,OREPAC
Lumber,135,Moulding,MH3241-16,na,16ft HEM 1-5/8 PANEL CAP-LAMB,EA,na,16,OREPAC
Lumber,135,Moulding,MH325,na,HEM 1in QTR RND,LF,na,1,OREPAC
Lumber,135,Moulding,MH325-08,na,1in QUARTER ROUND 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH325-10,na,10ft HEM 1in QUARTER ROUND,EA,na,8,OREPAC
Lumber,135,Moulding,MH325-12,na,12ft HEM 1in QUARTER ROUND,EA,na,12,OREPAC
Lumber,135,Moulding,MH3260,na,HEM 1/2in COVE,LF,na,1,OREPAC
Lumber,135,Moulding,MH3260-08,na,8ft HEM 1/2in COVE,EA,na,8,OREPAC
Lumber,135,Moulding,MH3260-10,na,10ft HEM 1/2in COVE,EA,na,10,OREPAC
Lumber,135,Moulding,MH3260-12,na,12ft HEM 1/2in COVE,EA,na,12,OREPAC
Lumber,135,Moulding,MH3264,na,HEM 11/16in COVE,LF,na,1,OREPAC
Lumber,135,Moulding,MH3264-08,na,8ft HEM 11/16in COVE,EA,na,8,OREPAC
Lumber,135,Moulding,MH3264-10,na,10ft HEM 11/16in COVE,EA,na,10,OREPAC
Lumber,135,Moulding,MH3264-12,na,12ft HEM 11/16in COVE,EA,na,12,OREPAC
Lumber,135,Moulding,MH3264-14,na,14ft HEM 11/16in COVE,EA,na,14,OREPAC
Lumber,135,Moulding,MH3264-16,na,16ft HEM 11/16in COVE,EA,na,16,OREPAC
Lumber,135,Moulding,MH3274,na,HEM 3/4 SCREEN TRIM,LF,na,1,OREPAC
Lumber,135,Moulding,MH3274-08,na,8ft HEM 3/4 SCREEN TRIM,EA,na,8,OREPAC
Lumber,135,Moulding,MH3274-10,na,10ft HEM 3/4 SCREEN TRIM,EA,na,10,OREPAC
Lumber,135,Moulding,MH3274-12,na,12ft HEM 3/4 SCREEN TRIM,EA,na,12,OREPAC
Lumber,135,Moulding,MH3280-08,na,8ft HEM 1-1/16 OSC,EA,na,8,OREPAC
Lumber,135,Moulding,MH3280-10,na,10ft HEM 1-1/16 OSC,EA,na,10,OREPAC
Lumber,135,Moulding,MH3280-12,na,12ft HEM 1-1/16 OSC,EA,na,12,OREPAC
Lumber,135,Moulding,MH3282-08,na,8ft HEM 11/16 OSC,EA,na,8,OREPAC
Lumber,135,Moulding,MH3282-10,na,10ft HEM 11/16 OSC,EA,na,10,OREPAC
Lumber,135,Moulding,MH3282-12,na,12ft HEM 11/16 OSC,EA,na,12,OREPAC
Lumber,135,Moulding,MH3288,na,HEM 11/16 BASE SHOE,LF,na,1,OREPAC
Lumber,135,Moulding,MH3288-08,na,8ft HEM 11/16 BASE SHOE,EA,na,8,OREPAC
Lumber,135,Moulding,MH3288-10,na,10ft HEM 11/16 BASE SHOE,EA,na,10,OREPAC
Lumber,135,Moulding,MH3288-12,na,12ft HEM 11/16 BASE SHOE,EA,na,12,OREPAC
Lumber,135,Moulding,MH3288-14,na,14ft HEM 11/16 BASE SHOE,EA,na,14,OREPAC
Lumber,135,Moulding,MH3288-16,na,16ft HEM 11/16 BASE SHOE,EA,na,16,OREPAC
Lumber,135,Moulding,MH334,na,HEM 1-1/2in COVE,LF,na,1,OREPAC
Lumber,135,Moulding,MH334-08,na,1-1/2-8ft COVE HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH334-10,na,1-1/2-10ft COVE HEM,EA,na,10,OREPAC
Lumber,135,Moulding,MH334-12,na,1-1/2in-12ft HEM COVE,EA,na,12,OREPAC
Lumber,135,Moulding,mh334-14,na,1-1/2in-14ft HEM COVE,EA,na,12,OREPAC
Lumber,135,Moulding,MH334-16,na,1-1/2in-16ft HEM COVE,EA,na,12,OREPAC
Lumber,135,Moulding,MH3428,na,HEM PARTING STRIP,LF,na,1,OREPAC
Lumber,135,Moulding,MH3428-08,na,8ft HEM 7/16X11/16 PARTING STRIP,EA,na,8,OREPAC
Lumber,135,Moulding,MH3428-10,na,10ft HEM 7/16X11/16 PARTING STRIP,EA,na,10,OREPAC
Lumber,135,Moulding,MH3428-12,na,12ft HEM 7/16X11/16 PARTING STRIP,EA,na,12,OREPAC
Lumber,135,Moulding,MH3507,na,HEM 2-1/4 HANDRAIL,LF,na,1,OREPAC
Lumber,135,Moulding,MH3507-08,na,8ft HEM 2-1/4 HANDRAIL,EA,na,8,OREPAC
Lumber,135,Moulding,MH3507-10,na,10ft HEM 2-1/4 HANDRAIL,EA,na,10,OREPAC
Lumber,135,Moulding,MH3507-12,na,12ft HEM 2-1/4 HANDRAIL,EA,na,12,OREPAC
Lumber,135,Moulding,MH3507-14,na,14ft HEM 2-1/4 HANDRAIL,EA,na,14,OREPAC
Lumber,135,Moulding,MH3507-16,na,16ft HEM 2-1/4 HANDRAIL,EA,na,16,OREPAC
Lumber,135,Moulding,MH3516-08,na,8ft HEM 11/16in SQUARE E4E,EA,na,8,OREPAC
Lumber,135,Moulding,MH3516-10,na,10ft HEM 11/16in SQUARE E4E,EA,na,10,OREPAC
Lumber,135,Moulding,MH3516-12,na,12ft HEM 11/16in SQUARE E4E,EA,na,12,OREPAC
Lumber,135,Moulding,MH3517-08,na,8ft HEM 1-1/16 SQUARE (9),EA,na,8,OREPAC
Lumber,135,Moulding,MH3517-10,na,10ft HEM 1-1/16 SQUARE (9),EA,na,10,OREPAC
Lumber,135,Moulding,MH3517-12,na,12ft HEM 1-1/16 SQUARE (9),EA,na,12,OREPAC
Lumber,135,Moulding,MH356,na,HEM 2-1/4 CLNL CASG,LF,na,1,OREPAC
Lumber,135,Moulding,MH356-07,na,7ft HEM 2-1/4 COLONIAL CASING,EA,na,7,OREPAC
Lumber,135,Moulding,MH356-08,na,8ft HEM 2-1/4 COLONIAL CASING,EA,na,8,OREPAC
Lumber,135,Moulding,MH356-10,na,10ft HEM 2-1/4 COLONIAL CASING,EA,na,10,OREPAC
Lumber,135,Moulding,MH356-12,na,12ft HEM 2-1/4 COLONIAL CASING,EA,na,12,OREPAC
Lumber,135,Moulding,MH356-14,na,14ft HEM 2-1/4 COLONIAL CASING,EA,na,12,OREPAC
Lumber,135,Moulding,MH356-16,na,16ft HEM 2-1/4 COLONIAL CASING,EA,na,16,OREPAC
Lumber,135,Moulding,MH413,na,HEM 1-5/8 BN STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH413-08,na,1-5/8 BN STOP 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH413-10,na,10ft HEM 1-5/8 BN STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH413-12,na,12ft HEM 1-5/8 BN STOP,EA,na,12,OREPAC
Lumber,135,Moulding,MH413-16,na,16ft HEM 1-5/8 BN STOP,EA,na,16,OREPAC
Lumber,135,Moulding,MH417,na,HEM 3/4 OG STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH417-08,na,3/4 OG STOP 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH417-10,na,10ft HEM 3/4 OG STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH417-12,na,12ft HEM 3/4 OG STOP,EA,na,12,OREPAC
Lumber,135,Moulding,MH418,na,HEM 1-1/8 OG STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH418-07,na,1-1/8 OG STOP 7ft HEM,EA,na,7,OREPAC
Lumber,135,Moulding,MH418-08,na,1-1/8 OG STOP 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH418-10,na,10ft HEM 1-1/8 OG STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH418-12,na,12ft HEM 1-1/8 OG STOP,EA,na,12,OREPAC
Lumber,135,Moulding,MH419,na,HEM 1-5/16 OG STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH419-07,na,1-5/16 OG STOP 7ft HEM,EA,na,7,OREPAC
Lumber,135,Moulding,MH419-08,na,1-5/16 OG STOP 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH419-10,na,10ft HEM 1-5/16 OG STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH419-12,na,12ft HEM 1-5/16 OG STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH419-16,na,16ft HEM 1-5/16 OG STOP,EA,na,16,OREPAC
Lumber,135,Moulding,MH420,na,HEM 1-5/8 OG STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH420-08,na,1-5/8 OG STOP 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH420-10,na,10ft HEM 1-5/8 OG STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH420-12,na,12ft HEM 1-5/8 OG STOP,EA,na,12,OREPAC
Lumber,135,Moulding,MH425,na,HEM GARAGE DOOR STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH425-08,na,8ft HEM GARAGE DOOR STOP,EA,na,8,OREPAC
Lumber,135,Moulding,MH425-10,na,10ft HEM GARAGE DOOR STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH425-12,na,12ft HEM GARAGE DOOR STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH425-14,na,14ft HEM GARAGE DOOR STOP,EA,na,14,OREPAC
Lumber,135,Moulding,MH425-18,na,18ft HEM GARAGE DOOR STOP,EA,na,18,OREPAC
Lumber,135,Moulding,MH440,na,HEM 1-1/2 SHINGLE MLD,LF,na,1,OREPAC
Lumber,135,Moulding,MH440-07,na,1-1/2 SHINGLE MLD 7ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH440-08,na,1-1/2 SHINGLE MLD 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH440-10,na,1-1/2HEM SHNGLMLD 10ft,EA,na,10,OREPAC
Lumber,135,Moulding,MH440-12,na,12ft HEM 1-1/2 SHINGLE MOULD,EA,na,12,OREPAC
Lumber,135,Moulding,MH440-14,na,14ft HEM 1-1/2 SHINGLE MOULD,EA,na,12,OREPAC
Lumber,135,Moulding,MH440-16,na,16ft HEM 1-1/2 SHINGLE MOULD,EA,na,16,OREPAC
Lumber,135,Moulding,MH442,na,HEM 2-1/4 SHAKEMOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MH442-07,na,7ft HEM 2-1/4 SHAKEMOULD,EA,na,7,OREPAC
Lumber,135,Moulding,MH442-08,na,8ft HEM 2-1/4 SHAKEMOULD,EA,na,8,OREPAC
Lumber,135,Moulding,MH442-10,na,10ft HEM 2-1/4 SHAKEMOULD,EA,na,10,OREPAC
Lumber,135,Moulding,MH442-12,na,12ft HEM 2-1/4 SHAKEMOULD,EA,na,12,OREPAC
Lumber,135,Moulding,MH442-14,na,14ft HEM 2-1/4 SHAKEMOULD,EA,na,10,OREPAC
Lumber,135,Moulding,MH442-16,na,16ft HEM 2-1/4 SHAKEMOULD,EA,na,10,OREPAC
Lumber,135,Moulding,MH442-18,na,18ft HEM 2-1/4 SHAKEMOULD,EA,na,18,OREPAC
Lumber,135,Moulding,MH444,na,HEM 3-1/4 COLONIAL CASING,LF,na,1,OREPAC
Lumber,135,Moulding,MH444-08,na,8ft HEM 3-1/4 COLONIAL CASING,EA,na,8,OREPAC
Lumber,135,Moulding,MH444-10,na,10ft HEM 3-1/4 COLONIAL CASING,EA,na,10,OREPAC
Lumber,135,Moulding,MH444-12,na,12ft HEM 3-1/4 COLONIAL CASING,EA,na,12,OREPAC
Lumber,135,Moulding,MH444-14,na,14ft HEM 3-1/4 COLONIAL CASING,EA,na,14,OREPAC
Lumber,135,Moulding,MH444-16,na,16ft HEM 3-1/4 COLONIAL CASING,EA,na,16,OREPAC
Lumber,135,Moulding,MH50,na,HEM 3-7/16 CROWN HEM,LF,na,1,OREPAC
Lumber,135,Moulding,MH50-08,na,8ft HEM 3-7/16 CROWN,EA,na,8,OREPAC
Lumber,135,Moulding,MH50-10,na,10ft HEM 3-7/16 CROWN,EA,na,10,OREPAC
Lumber,135,Moulding,MH50-12,na,12ft HEM 3-7/16 CROWN,EA,na,12,OREPAC
Lumber,135,Moulding,MH50-14,na,14ft HEM 3-7/16 CROWN,EA,na,14,OREPAC
Lumber,135,Moulding,MH50-16,na,16ft HEM 3-7/16 CROWN,EA,na,16,OREPAC
Lumber,135,Moulding,MH54,na,HEM 2-1/4 CROWN MEM,LF,na,1,OREPAC
Lumber,135,Moulding,MH54-08,na,8ft HEM 2-1/4 CROWN,EA,na,8,OREPAC
Lumber,135,Moulding,MH54-10,na,10ft HEM 2-1/4 CROWN,EA,na,10,OREPAC
Lumber,135,Moulding,MH54-12,na,12ft HEM 2-1/4 CROWN,EA,na,12,OREPAC
Lumber,135,Moulding,MH54-14,na,14ft HEM 2-1/4 CROWN,EA,na,14,OREPAC
Lumber,135,Moulding,MH54-16,na,16ft HEM 2-1/4 CROWN,EA,na,16,OREPAC
Lumber,135,Moulding,MH623,na,HEM 3-1/4 COLONIAL BASE,LF,na,1,OREPAC
Lumber,135,Moulding,MH623-08,na,8ft HEM 3-1/4 COLONIAL BASE,EA,na,8,OREPAC
Lumber,135,Moulding,MH623-10,na,10ft HEM 3-1/4 COLONIAL BASE,EA,na,10,OREPAC
Lumber,135,Moulding,MH623-12,na,12ft HEM 3-1/4 COLONIAL BASE,EA,na,12,OREPAC
Lumber,135,Moulding,MH623-14,na,14ft HEM 3-1/4 COLONIAL BASE,EA,na,14,OREPAC
Lumber,135,Moulding,MH623-16,na,16ft HEM 3-1/4 COLONIAL BASE,EA,na,16,OREPAC
Lumber,135,Moulding,MH701,na,HEM 1-1/4 PANEL MOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MH701-14,na,14ft HEM 1-1/4 PANEL MOULD,EA,na,14,OREPAC
Lumber,135,Moulding,MH703,na,Floor Cap Hemlock 1/2x3/4,LF,na,1,OREPAC
Lumber,135,Moulding,MH705,na,HEM 1-1/8 PANEL MOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MH705-08,na,8ft HEM 1-1/8 PANEL MOULD,EA,na,16,OREPAC
Lumber,135,Moulding,MH705-10,na,10ft HEM 1-1/8 PANEL MOULD,EA,na,16,OREPAC
Lumber,135,Moulding,MH705-16,na,16ft HEM 1-1/8 PANEL MOULD,EA,na,16,OREPAC
Lumber,135,Moulding,MH706-15,na,15ft HEM 3/4X2 PANEL MOULD,EA,na,15,OREPAC
Lumber,135,Moulding,MH75,na,HEM 1-5/8 BED MOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MH75-07,na,7ft HEM 1-5/8 BED,EA,na,7,OREPAC
Lumber,135,Moulding,MH75-08,na,8ft HEM 1-5/8 BED,EA,na,8,OREPAC
Lumber,135,Moulding,MH75-10,na,10ft HEM 1-5/8 BED,EA,na,10,OREPAC
Lumber,135,Moulding,MH75-12,na,12ft HEM 1-5/8 BED,EA,na,12,OREPAC
Lumber,135,Moulding,MH75-14,na,14ft HEM 1-5/8 BED,EA,na,14,OREPAC
Lumber,135,Moulding,MH75-16,na,16ft HEM 1-5/8 BED,EA,na,16,OREPAC
Lumber,135,Moulding,MH866,na,HEM 1-5/16 BULLNOSE STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH866-08,na,1-5/16 BULLNOSE STOP 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH866-10,na,10ft HEM 1-5/16 BULLNOSE STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH866-12,na,12ft HEM 1-5/16 BULLNOSE STOP,EA,na,12,OREPAC
Lumber,135,Moulding,MH869,na,HEM 1-1/16 BULLNOSE STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH869-06,na,1-1/16 BULLNOSE STOP 6ft HEM,EA,na,6,OREPAC
Lumber,135,Moulding,MH869-08,na,1-1/16 BULLNOSE STOP 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH869-10,na,10ft HEM 1-1/16 BULLNOSE STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH869-12,na,12ft HEM 1-1/16 BULLNOSE STOP,EA,na,12,OREPAC
Lumber,135,Moulding,MH911,na,HEM 2-1/4 LINTEL MOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MH911-07,na,7ft HEM 2-1/4 LINTEL MOULD,EA,na,7,OREPAC
Lumber,135,Moulding,MH911-08,na,8 ftHEM 2-1/4 LINTEL MOULD,EA,na,8,OREPAC
Lumber,135,Moulding,MH911-10,na,10ft HEM 2-1/4 LINTEL MOULD,EA,na,10,OREPAC
Lumber,135,Moulding,MH911-12,na,12ft HEM 2-1/4 LINTEL MOULD,EA,na,12,OREPAC
Lumber,135,Moulding,MH936,na,HEM 1-3/8 COLONIAL STOP,LF,na,1,OREPAC
Lumber,135,Moulding,MH936-06,na,6ft HEM 1-3/8 COLONIAL (OG) STOP,EA,na,6,OREPAC
Lumber,135,Moulding,MH936-08,na,8ft HEM 1-3/8 COLONIAL (OG) STOP,EA,na,8,OREPAC
Lumber,135,Moulding,MH936-10,na,10ft HEM 1-3/8 COLONIAL (OG) STOP,EA,na,10,OREPAC
Lumber,135,Moulding,MH936-12,na,12ft HEM 1-3/8 COLONIAL (OG) STOP,EA,na,12,OREPAC
Lumber,135,Moulding,MH953,na,HEM 1-5/16 OPENING TRIM,LF,na,1,OREPAC
Lumber,135,Moulding,MH953-08,na,1-5/16-8ft OPENING TRIM HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH953-10,na,10ft HEM 7/16X1-5/16 OPENING TRIM,EA,na,10,OREPAC
Lumber,135,Moulding,MH953-12,na,12ft HEM 7/16X1-5/16 OPENING TRIM,EA,na,12,OREPAC
Lumber,135,Moulding,MH953-16,na,16ft HEM 7/16X1-5/16 OPENING TRIM,EA,na,16,OREPAC
Lumber,135,Moulding,MO105-08,na,3/4-8ft Oak Quarter Round,EA,na,8,OREPAC
Lumber,135,Moulding,MO105-10,na,3/4-10ft Oak Quarter Round,EA,na,10,OREPAC
Lumber,135,Moulding,MO105-12,na,3/4-12ft Oak Quarter Round,EA,na,12,OREPAC
Lumber,135,Moulding,MO126-08,na,7/16x3/4-8ft Oak BASE SHOE,EA,na,8,OREPAC
Lumber,135,Moulding,MO126-10,na,7/16x3/4-10ft  Oak BASE SHOE,EA,na,10,OREPAC
Lumber,135,Moulding,MO126-12,na,7/16x3/4-12ft Oak BASE SHOE,EA,na,12,OREPAC
Lumber,135,Moulding,MO206-08,na,1-1/16-8ft Oak Outside Corner,EA,na,8,OREPAC
Lumber,135,Moulding,MO206-10,na,1-1/16-10ft Oak Outside Corner,EA,na,10,OREPAC
Lumber,135,Moulding,MO206-12,na,1-1/16-12ft Oak Outside Corner,EA,na,12,OREPAC
Lumber,135,Moulding,MO30-08,na,5/8x3-1/2-8ft Oak Back Splash,EA,na,8,OREPAC
Lumber,135,Moulding,MO30-10,na,5/8x3-1/2-10ft Oak Back Splash,EA,na,10,OREPAC
Lumber,135,Moulding,MO30-12,na,5/8x3-1/2-12ft Oak Back Splash,EA,na,12,OREPAC
Lumber,135,Moulding,MO324-08,na,2-1/4-8ft Bevel Oak Casing,EA,na,7,OREPAC
Lumber,135,Moulding,MO324-10,na,2-1/4-10ft Bevel Oak Casing,EA,na,10,OREPAC
Lumber,135,Moulding,MO324-12,na,2-1/4-12ft Bevel Oak Casing,EA,na,12,OREPAC
